episode num = '0', episode_total_immediate_rewards = '21.7254702251', episode_total_reward = '21.7254702251', current_state = '10001000001000000', actions_taken = '0,4,10', strategy = ['explore', 'explore', 'explore'] 
episode num = '15', episode_total_immediate_rewards = '8.88404667829', episode_total_reward = '17.1636110118', current_state = '11001000000000000', actions_taken = '1,0,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '16', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '6.20615626982', episode_total_reward = '11.6873938412', current_state = '01010000001000000', actions_taken = '10,1,3', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '11.4206423146', episode_total_reward = '25.7014389011', current_state = '11000000000010000', actions_taken = '12,1,0', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '5.83552662155', episode_total_reward = '7.96073191048', current_state = '10100000001000000', actions_taken = '2,10,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '7.18880239991', episode_total_reward = '21.4695989864', current_state = '01000000000110000', actions_taken = '1,12,11', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '25', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '26', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '7.59083763209', episode_total_reward = '19.1656917881', current_state = '11100000000000000', actions_taken = '1,2,0', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '11.4392086885', episode_total_reward = '25.720005275', current_state = '11000000000010000', actions_taken = '1,12,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '7.72843187617', episode_total_reward = '7.72843187617', current_state = '01001000000100000', actions_taken = '1,11,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '5.95284263023', episode_total_reward = '5.95284263023', current_state = '01101000000000000', actions_taken = '2,4,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '5.5137263579', episode_total_reward = '7.84760538672', current_state = '01100000001000000', actions_taken = '1,2,10', strategy = ['exploit', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '5.50104007505', episode_total_reward = '5.50104007505', current_state = '01100000001000000', actions_taken = '10,2,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '6.40838998858', episode_total_reward = '8.74226901741', current_state = '01010000000010000', actions_taken = '1,12,3', strategy = ['exploit', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '5.26104661116', episode_total_reward = '7.36274401204', current_state = '01010000000010000', actions_taken = '12,1,3', strategy = ['explore', 'explore', 'exploit'] 
episode num = '6', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '13.5724229349', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['explore', 'exploit', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '5.76506951773', episode_total_reward = '5.76506951773', current_state = '01110000000000000', actions_taken = '3,1,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '7.80953078701', episode_total_reward = '15.5759302751', current_state = '01000000001100000', actions_taken = '1,11,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '7.72843187617', episode_total_reward = '16.4965522064', current_state = '01001000000100000', actions_taken = '1,11,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '7.4440428319', episode_total_reward = '16.2121631621', current_state = '01100000000100000', actions_taken = '1,11,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '11', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '12', episode_total_immediate_rewards = '5.88418855174', episode_total_reward = '5.88418855174', current_state = '01000000000110000', actions_taken = '11,12,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '13', episode_total_immediate_rewards = '5.5137263579', episode_total_reward = '12.2596316336', current_state = '01100000001000000', actions_taken = '1,2,10', strategy = ['exploit', 'explore', 'exploit'] 
episode num = '14', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '15', episode_total_immediate_rewards = '5.95284263023', episode_total_reward = '9.09395303262', current_state = '01101000000000000', actions_taken = '2,4,1', strategy = ['explore', 'exploit', 'exploit'] 
episode num = '16', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '17', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '18', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '19', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '20', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '21', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '22', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '23', episode_total_immediate_rewards = '5.2884844714', episode_total_reward = '6.68174342019', current_state = '10101000000000000', actions_taken = '4,2,0', strategy = ['explore', 'explore', 'explore'] 
episode num = '24', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '25', episode_total_immediate_rewards = '5.26104661116', episode_total_reward = '10.5718352343', current_state = '01010000000010000', actions_taken = '12,1,3', strategy = ['explore', 'exploit', 'explore'] 
episode num = '26', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '27', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '28', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '29', episode_total_immediate_rewards = '8.96512427378', episode_total_reward = '17.733244604', current_state = '11000000000100000', actions_taken = '1,11,0', strategy = ['exploit', 'exploit', 'exploit'] 
episode num = '0', episode_total_immediate_rewards = '6.05900718838', episode_total_reward = '6.05900718838', current_state = '01001000000010000', actions_taken = '4,12,1', strategy = ['explore', 'explore', 'explore'] 
episode num = '1', episode_total_immediate_rewards = '8.5249900206', episode_total_reward = '8.5249900206', current_state = '10100000000100000', actions_taken = '0,11,2', strategy = ['explore', 'explore', 'explore'] 
episode num = '2', episode_total_immediate_rewards = '8.78013728521', episode_total_reward = '11.6619632101', current_state = '10001000000010000', actions_taken = '0,12,4', strategy = ['exploit', 'explore', 'explore'] 
episode num = '3', episode_total_immediate_rewards = '8.82071886144', episode_total_reward = '13.3993281', current_state = '10000000001100000', actions_taken = '0,11,10', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '4', episode_total_immediate_rewards = '7.62357924924', episode_total_reward = '9.58651851961', current_state = '10001000000100000', actions_taken = '11,0,4', strategy = ['explore', 'explore', 'explore'] 
episode num = '5', episode_total_immediate_rewards = '7.34154288985', episode_total_reward = '13.9529534285', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['explore', 'exploit', 'explore'] 
episode num = '6', episode_total_immediate_rewards = '7.34154288985', episode_total_reward = '13.9529534285', current_state = '10100000000100000', actions_taken = '11,0,2', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '7', episode_total_immediate_rewards = '7.62357924924', episode_total_reward = '14.2349897878', current_state = '10001000000100000', actions_taken = '11,0,4', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '8', episode_total_immediate_rewards = '6.76042674748', episode_total_reward = '6.76042674748', current_state = '01010000000100000', actions_taken = '1,3,11', strategy = ['explore', 'explore', 'explore'] 
episode num = '9', episode_total_immediate_rewards = '7.85560713766', episode_total_reward = '14.4670176763', current_state = '10010000000100000', actions_taken = '11,0,3', strategy = ['exploit', 'exploit', 'explore'] 
episode num = '10', episode_total_immediate_rewards = '5.60229976777', episode_total_reward = '5.60229976777', current_state = '00101000001000000', actions_taken = '10,2,4', strategy = ['explore', 'explore', 'explore'] 
